Gender neutral language is good.	By adopting gender-neutral language, we limit our assumptions.	support	(gender neutral language; is a; unbiased and unprejudiced)(unbiased and unprejudiced; has subevent; by adopting)(by adopting; capable of; limit our assumptions)(limit our assumptions; causes; simple and quick)(simple and quick; is a; good)
Burning a country's flag should be okay.	Freedom of speech is protected under the first amendment.	support	(burning; has context; nothing wrong)(nothing wrong; has context; should be okay)(freedom of speech; part of; first amendment)(burning; part of; freedom of speech)
Homeopathy is efficient for some people	Homeopathy is an alternative medicine that cannot be trusted because it is not prescribed	counter	(not regulated; has property; not prescribed)(homeopathy; is a; alternative medicine)(not prescribed; capable of; harm)(harm; not causes; trusted)(alternative medicine; has property; not regulated)(harm; not part of; efficient)
Safe spaces should not be allowed.	Safe spaces are artificial environments that don't prepare people for real life.	support	(safe spaces; is a; artificial environments)(artificial environments; not capable of; prepare people)(prepare people; has context; real life)(artificial environments; not desires; be allowed)
It should be up to a company to decide how much they pay their executives.	Companies determine how much to compensate their executives.	support	(pay their executives; has context; individual decision)(individual decision; used for; company to decide)(compensate their executives; has context; companies determine)(company to decide; synonym of; companies determine)
Legalized prostitution would protect prostitutes.	Legalized prostitution would eliminate organized crime from the problem.	support	(legalized prostitution; capable of; eliminate organized crime)(eliminate organized crime; part of; the problem)(eliminate organized crime; capable of; protect prostitutes)
Prostitution should not be a criminal offense.	Some people have no alternatives outside of prostitution, and should not be punished for trying to survive.	support	(prostitution; part of; body autonomy)(body autonomy; not has context; criminal offense)(prostitution; created by; no alternatives)(no alternatives; not desires; criminal offense)
Homeopathy can be dangerous because it is unregulated.	A reputable third-party watchdog group checks the quality of homeopathic remedies and makes the results available on the web.	counter	(homeopathy; causes; homeopathic remedies)(homeopathic remedies; receives action; checks quality)(checks quality; created by; third party watchdog)(checks quality; causes; results available web)(results available web; causes; public knowledge)(public knowledge; causes; safety for users)(safety for users; antonym of; dangerous)(third party watchdog; has property; reputable)
Horribly scarred children may need cosmetic procedures	Recovering from a cosmetic procedure might inflict additional trauma on fragile children	counter	(recovering from; has subevent; cosmetic procedure)(cosmetic procedure; capable of; inflict additional trauma)(inflict additional trauma; at location; fragile children)(fragile children; created by; horribly scarred children)(horribly scarred children; desires; avoid trauma)(avoid trauma; not desires; cosmetic procedures)
Allowing sex selection is cheating the nature	Sex selection is not a bad idea	counter	(gender; created by; nature)(nature; capable of; being altered)(being altered; part of; sex selection)(sex selection; is a; safe)(safe; is not a; bad idea)
household need to survive on double earnings	Household should not only depend on a single income	support	(household; created by; several members)(several members; not capable of; only depend on)(only depend on; has context; a single income)(a single income; causes; insufficient financial support)(insufficient financial support; desires; need to survive)(need to survive; has subevent; on dual earnings)
A multi-party system ensures that a wide section of beliefs are represented.	A multi-party system increases the variety and spectrum of represented beliefs.	support	(multi-party system; has context; many opinions)(many opinions; has context; beliefs are represented)(multi-party system; has context; increases the variety)(increases the variety; causes; many opinions)
Subsidizing stay-at-home-dads is beneficial to society.	Subsidizing stay-at-home dads removes them from the workforce and increases burden on taxpayers.	counter	(subsidizing stay-at-home-dads; capable of; demotivated to work)(workforce; causes; increases burden)(increases burden; used for; taxpayers)(taxpayers; is a; unfair)(unfair; not capable of; good)(good; at location; society)(demotivated to work; causes; removed them)(removed them; at location; workforce)
Allowing organ trade does harm to the poor.	If we allow organ trade, the poor can more easily pay to acquire needed resources.	counter	(organ trade; used for; getting money)(poor; desires; getting money)(getting money; capable of; acquire needed resources)(acquire needed resources; is a; benefit)(benefit; antonym of; harm)
Pride parades are vital for spreading acceptance.	Pride parades are vital for visibility, which is vital for spreading acceptance.	support	(pride parades; causes; groups on street)(groups on street; is a; vital for visibility)(vital for visibility; created by; legal rights demonstration)(legal rights demonstration; is a; crucial)(crucial; used for; spreading acceptance)
Student loans stress students out and should be subsidized.	Without student loans many students would not be able to go to college.	support	(without student loans; causes; many students)(many students; receives action; have insufficient money)(have insufficient money; used for; go to college)(go to college; causes; student loans)(student loans; is a; burdensome)(burdensome; capable of; stressful for students)(stressful for students; desires; subsidized)
Pages can be compromised and edited by many people so do not trust the information to be correct	Pages can be compromised to it should not be trusted to be correct	support	(pages; capable of; edited by anyone)(edited by anyone; causes; do not trust)(not be trusted; made of; can be compromised)(not be trusted; synonym of; do not trust)
Children should be allowed to participate in acting.	Adults who properly supervise their children create a safe working environment for them.	support	(children; desires; own choices)(participate in acting; part of; own choices)(adults; causes; safe working environment)(safe working environment; receives action; participate in acting)
Television focuses people's attention away from healthier activities.	People watch television by just sitting there.	support	(people watch television; not capable of; moving around)(moving around; antonym of; just sitting there)(just sitting there; causes; television)(television; capable of; draws people's attention)(draws people's attention; has context; away from)(away from; has subevent; physical activities)
Legalized organ trade would harm society.	Legalized organ trade would disproportionately target the poor, harming their future health.	support	(legalized organ trade; capable of; negative effects)(negative effects; causes; harm society)(legalized organ trade; capable of; target the poor)(target the poor; is a; negative effect)
naturopathic medicine is not efficient for cancer cure	naturopathic medicine always efficient for what it is used for	counter	(naturopathic medicine; is a; always efficient)(always efficient; has context; treating illnesses)(treating illnesses; has context; cancer cure)
Capital punishment is bad.	Plenty of innocent people already die in our prison system.	support	(many innocent people; receives action; already die)(already die; at location; our prison system)(capital punishment; is a; killing criminals)(our prison system; causes; killing criminals)(killing criminals; is a; bad)
Wikipedia helps people when they are in need of information	Wikipedia makes it easier to get information online	support	(wikipedia; receives action; contains rich information)(contains rich information; causes; makes it easier)(makes it easier; has context; get information online)(get information online; capable of; helps people)(helps people; has property; needing information)
A terminally ill person should not be forced to suffer.	Death is inevitable for a terminally ill person; forced suffering is needlessly cruel.	support	(death is inevitable; used for; terminally ill person)(terminally ill person; has property; short lifespan)(short lifespan; not desires; forced suffering)(forced suffering; is a; needlessly cruel)(needlessly cruel; not desires; forced)(forced; receives action; feel pain)
Being a prostitute is dangerous.	Being a prostitute is dangerous because you are making yourself vulnerable to others.	support	(being a prostitute; has subevent; negative effects)(dangerous; part of; negative effects)(dangerous; has subevent; making yourself vulnerable)
Bearing arms is dangerous.	The US Constitution guarantees the right to bear arms.	counter	(the us constitution; receives action; guarantees the right)(guarantees the right; has subevent; to bear arms)(to bear arms; capable of; protect people)(protect people; causes; bearing arms)(bearing arms; is not a; dangerous)(to bear arms; synonym of; bearing arms)
Since a minor is still growing, it would be a bad choice to get cosmetic surgery too early.	A minor doesn't have all of their final features yet.	support	(minor; has context; child)(child; has context; still growing)(still growing; causes; cosmetic surgery dangerous)(minor; not has subevent; final features)
Wikipedia is a helpful tool for research	Wikipedia can be edited by anyone, Information wikipedia cannot be trusted	counter	(wikipedia; capable of; accessed by anyone)(accessed by anyone; causes; edited by anyone)(edited by anyone; causes; information wikipedia)(information wikipedia; receives action; cannot be trusted)(cannot be trusted; has subevent; especially for research)(especially for research; not capable of; helpful tool)
Homeopathic medicines are likely to be completely harmless.	Homeopathic medicines are often produced with very little governmental oversight.	counter	(alternative medicines; has property; little governmental oversight)(little governmental oversight; causes; lack of safety)(lack of safety; capable of; harm)(harm; antonym of; harmless)(homeopathic medicines; part of; alternative medicines)
Government subsidies will encourage low income learners to attend higher education	low income students are discouraged to attend higher education because they can't afford it.	support	(government subsidies; capable of; students afford college)(students afford college; causes; attend higher education)(low income students; desires; attend higher education)
The right to keep and bear arms benefits society.	The right to keep and bear arms also enables criminals to have access to weapons for committing crimes.	counter	(bear arms; causes; increased guns)(increased guns; causes; criminals access guns)(criminals access guns; used for; committing crimes)(committing crimes; is not a; benefits society)
Company members can be lead into conflict.	Groups of people do not automatically agree with one another.	support	(company members; created by; groups of people)(groups of people; receives action; have different opinions)(have different opinions; not capable of; automatically agree)(automatically agree; has context; with one another)(with one another; causes; arguments)(arguments; causes; lead into conflict)
Commercial trade of organs would be good overall.	It is immoral and dangerous and starts a slippery slope to allow sale of body parts.	counter	(trade of organs; synonym of; sell body parts)(sell body parts; is a; immoral and dangerous)(immoral and dangerous; is not a; good overall)(immoral and dangerous; is a; slippery slope)
Cosmetic surgery should not have an age requirement.	Young people with traumatic accidents may need reconstructive surgery just as much as an adult would.	support	(any age person; antonym of; age requirement)(reconstructive surgery; part of; cosmetic surgery)(traumatic accidents; capable of; significant facial disfiguration)(significant facial disfiguration; desires; repairs damage)(repairs damage; created by; reconstructive surgery)(any age person; desires; repairs damage)
Priests are suppressing their natural drives when they take a vow of celibacy and they are not as relatable.	Most humans have a sexual drive, including priests.	support	(vow of celibacy; has context; not natural)(not natural; has context; suppressing)(most humans; desires; sexual)(vow of celibacy; not capable of; sexual)
Economic sanction should be in place because of some stubborn countries	Sanctioning should be in place because of some conflict demanding countries.	support	(sanctioning; created by; economic sanction)(economic sanction; desires; be in place)(be in place; created by; conflict demanding countries)(conflict demanding countries; has property; uncooperative and ignorant)(uncooperative and ignorant; created by; those stubborn countries)
Foster care cause more harm than good because it destroys families by taking the kids away.	Kids who are taken away from their family experience loss that they will never recover from.	support	(foster care; causes; harm)(foster care; capable of; destroy family)(kids; desires; family experience)(foster care; not desires; family experience)(kids; not desires; foster care)
The right to keep and bear arms benefits society.	The right to keep and bear arms allows us to protect ourselves and those around us	support	(bear arms; has property; positive)(positive; capable of; benefits society)(bear arms; capable of; protect ourselves)
Space exploration is just a waste of resources	Money wasted on space exploration can be used on other things that improves the earth	support	(space exploration; capable of; money wasted)(money wasted; synonym of; waste of resources)(money wasted; used for; other things)(other things; capable of; improves the earth)
Homeopathy is efficient for some people	Homeopathy usually is effective and does not have side effect after it's usage for some people	support	(homeopathy; is a; effective)(effective; has context; some people)(effective; synonym of; efficient)(homeopathy; not capable of; side effect)
Telemarketing should be banned because it's annoying.	Telemarketing shouldn't be banned, it helps put people in touch with companies that want to make them special offers.	counter	(telemarketing; capable of; people in touch)(people in touch; has property; companies)(companies; capable of; special offers)(special offers; not desires; banned)(special offers; is not a; annoying)
Whaling reduces the amount of whale in the Ocean	Whaling reduces the productivity of whales in the ocean the more you kill, the less they give birth.	support	(kill whales prematurely; causes; less time procreate)(less time procreate; causes; less give birth)(less give birth; causes; reduces the amount)(whaling; synonym of; kill)(kill; capable of; kill whales prematurely)
Adults have the right to do as they wish with their bodies.	Bodily autonomy grants adults a variety of rights to do as we wish with their bodies.	support	(adults; desires; bodily autonomy)(bodily autonomy; has context; as they wish)(bodily autonomy; causes; variety of rights)(variety of rights; has context; as they wish)
Wikipedia is a source of Information for everyone	Wikipedia provides all source of information and knowledge needed for everyone	support	(wikipedia; capable of; helping people)(source of information; part of; helping people)(source of information; has context; needed for everyone)
sex selection should be banned.	Sex selection is unethical.	support	(sex selection; has context; unnatural)(unnatural; has context; should be banned)(sex selection; has context; unethical)(unethical; has context; should be banned)
Child actors may be traumatized by the experience.	Child actors frequently continue to act as adults.	counter	(child actors; has property; young and vulnerable)(young and vulnerable; desires; guardians monitoring)(guardians monitoring; causes; well adjusted child)(well adjusted child; antonym of; traumatized)(well adjusted child; capable of; continue to act)(continue to act; causes; adults actor)
Student loans make students work harder.	Without something to pay off, students have no incentive to work.	support	(student loans; causes; motivation)(motivation; causes; students work harder)(student loans; capable of; incentive to work)(incentive to work; causes; pay off)
Burning the flag is disrespectful.	Burning the flag is a right defended by the constitution.	counter	(burning the flag; is a; a right)(a right; has property; defended by constitution)(defended by constitution; is a; symbolic speech)(symbolic speech; used for; form of protest)(form of protest; is not a; disrespectful)
funding puts barriers on journalism because there would be strings attached to the funding.	People feel indebted to people that give them money.	support	(give them money; synonym of; funding)(give them money; capable of; barriers on journalism)(feel indebted; part of; barriers on journalism)(feel indebted; synonym of; strings attached)
Whaling is important from many people's livelihoods.	Plenty of people depend on whaling for their salaries.	support	(whaling; causes; jobs)(jobs; causes; salaries)(salaries; synonym of; livelihoods)
Assisted suicide is compassionate.	Assisted suicide is not compassionate. It is cruel for the doctor to kill a patient.	counter	(assisted suicide; receives action; help to die)(help to die; receives action; doctor)(help to die; created by; kill patient)(kill patient; is a; cruel)(cruel; antonym of; compassionate)
Compulsory voting would ensure the government had a true mandate.	Compulsory voting would eliminate low voter turnout.	support	(compulsory voting; capable of; everyone votes)(everyone votes; causes; true mandate)(everyone votes; not capable of; low voter turnout)
If a song starts with an idea, the person who came up with the idea deserves to profit.	Without the initial idea, there would be no song.	support	(song; has context; comes from idea)(comes from idea; desires; profit)(song; created by; initial idea)(initial idea; desires; profit)
Abolishing intellectual property rights on medicine will save lives.	By abolishing intellectual property rights on medicine, lives will be saved due to drugs being more accessible.	support	(abolishing intellectual rights; capable of; save lives)(abolishing intellectual rights; capable of; drugs more accessible)(more accessible; capable of; save lives)(drugs more accessible; capable of; save lives)(medicine; desires; more accessible)
Celibacy is an outdated practice.	The vow of celibacy is a personal choice, and no one has the right to take it away.	counter	(celibacy; is a; personal choice)(personal choice; has context; individual)(personal choice; is not a; outdated practice)
Child acting harms children.	Many child actors are abused.	support	(child acting; capable of; negative effects)(negative effects; causes; harms children)(child actors; has subevent; abused)(abused; is a; negative effects)
Bad government should be ignored and not traded with	Bad government can be changed by dialogue with them	counter	(bad government; causes; bad policies)(bad policies; capable of; changed by dialogue)(changed by dialogue; used for; government)(government; capable of; improvement)(improvement; not desires; ignored)(improvement; desires; dealt with)
Alternative medicines can be harmful.	Alternative medicines often have side effects which are not adequately studied.	support	(alternative medicines; has property; not regulated)(not regulated; has property; not studied)(not studied; capable of; side effects)(side effects; capable of; harmful)
End the war on drugs.	Some states have decided to legalize certain substances that are considered drugs.	support	(some states; capable of; legalize certain substances)(legalize certain substances; part of; drugs)(legalize certain substances; desires; end the war)
Assisted suicide is an act of mercy.	Assisted suicide negates the possibility of any future treatment.	counter	(assisted suicide; is a; killing a person)(killing a person; causes; negates the possibility)(negates the possibility; has subevent; any future treatment)(any future treatment; causes; hopeless to recover)(hopeless to recover; is not a; act of mercy)(killing a person; is not a; act of mercy)
Legalizing prostitution is illegal and immoral	legalizing prostitution will bring about less satisfaction in sexual life with partner which is immoral	support	(legalizing prostitution; causes; bring less satisfaction)(bring less satisfaction; created by; partner sexual life)(partner sexual life; is a; immoral)(partner sexual life; causes; sexual crimes)(sexual crimes; is a; illegal)
homeopathic medicine is harmless.	homeopathic medicine uses potentially dangerous substances.	counter	(homeopathic medicine; has property; not regulated)(not regulated; capable of; dangerous substances)(dangerous substances; causes; harm)(harm; antonym of; harmless)
Child actors should be banned.	Child actors should have parents and guardians monitoring them to ensure their well-being.	counter	(child actors; has property; young and vulnerable)(young and vulnerable; receives action; guardians monitoring)(guardians monitoring; causes; well adjusted child)(well adjusted child; is a; good thing)(good thing; not desires; banned)
Homeopathic medicine is experimental and unproven, and people shouldn't be allowed to use it.	People have used homeopathic medicine safely for years.	counter	(homeopathic medicine; has property; natural medicine)(natural medicine; has property; used for centuries)(used for centuries; not has property; experimental and unproven)(experimental and unproven; capable of; safely)
Legalized organ trade would save lives.	Legalized organ trade would increase the stock of organs, leading to more transplants.	support	(legalized organ trade; causes; organs available)(organs available; has context; save lives)(organs available; causes; more transplants)(stock of organs; causes; more transplants)
multiparty systems provide more than one point of view and ultimately a better outcome	a multiparty system has more than one political view	support	(multiparty systems; has context; various views)(various views; capable of; better outcome)(multiparty system; has context; more than one)(more than one; has property; various views)
enduring pain can be difficult so alternative medicine should be used if pain can be relieved.	Alternative medicine is effective in some medical cases.	support	(pain; causes; suffering)(suffering; part of; medical cases)(medical cases; desires; helping)(helping; used for; relieved)(relieved; created by; alternative medicine)
Children should be loved and cherished regardless of gender allocation	Children can be considered a gift to their parents.	support	(children; created by; boy or girl)(boy or girl; is a; considered a gift)(considered a gift; used for; their parents)(their parents; desires; loved and cherished)(loved and cherished; has context; notwithstanding gender allocation)
wikipedia should be subsidized.	Subsidization helps Wikipedia add more features.	support	(wikipedia; capable of; provide important information)(provide important information; has context; should be subsidized)(subsidization; causes; add more features)(add more features; causes; should be subsidized)
If the market for organ donors was open, people who needed organs would be protected by rules.	When rules are in place for the organ market, it keeps things more controlled, and protects vulnerable people in need.	support	(market for organ; causes; regulations)(regulations; has context; protected by rules)(protected by rules; causes; more controlled)(more controlled; capable of; protects vulnerable people)
Artists and creators works a lot and should consume earn more funds	Artists and creators are trying and should be compensated by earning more money.	support	(artists and creators; capable of; trying)(artists and creators; desires; be compensated)(be compensated; has context; earning more money)(earning more money; synonym of; earn more funds)(trying; capable of; works a lot)
Foster care harms children.	Children who go through foster care are more likely to deal with mental health issues.	support	(foster care; has context; negative effects)(negative effects; capable of; harms children)(foster care; causes; mental health issues)(mental health issues; part of; negative effects)
A multi-party system gives people more options for leadership than a system with fewer parties.	Multi-party systems have been shown to lead to a better government and happier citizens.	support	(multi-party system; causes; choice)(choice; part of; more options)(multi-party systems; causes; better government)(more options; causes; better government)
Subsidizing student loans is bad.	Loans aren't incentive-based; by subsidizing student loans, we relieve a some of their stress.	counter	(student loans; is not a; incentive based)(student loans; part of; debt)(debt; desires; subsidizing)(subsidizing; capable of; relieving stress)(relieving stress; is not a; bad)
When you can zero in on race, it helps identify potential suspects.	Some races commit more crimes.	support	(race; capable of; narrowing down suspects)(narrowing down suspects; causes; zero in)(some races; has property; commit more crimes)(commit more crimes; used for; zero in)
Allowing people to work longer ensures there will be more resources for future generations.	Allowing people to work longer will put less of a strain on Social Security.	support	(allowing people; receives action; work longer time)(work longer time; capable of; put less strain)(put less strain; at location; social security)(social security; causes; ensure more funds)(ensure more funds; used for; future generations)
Subsidizing journalism allows for unbiasedness of work by journalist	When journalism is subsidized journalist get more pay ans as a result be effective in their workplace	support	(subsidizing journalism; capable of; impartial)(impartial; part of; unbiasedness)(more pay; causes; be effective)(subsidizing journalism; causes; more pay)
stay at home Dad allows for gender equality at work	Stay at home helps their wife in their career and also balance the rate of men and women at work	support	(at home dad; capable of; break gender rules)(break gender rules; causes; gender equality)(stay at home; capable of; helps their wife)(helps their wife; causes; balance)(balance; causes; gender equality)
Organ trade allows it easily accessible	Organ trade makes people kill others to trade it.	counter	(organ trade; causes; people kill others)(organ trade; is a; dangerous)(dangerous; is not a; easily accessible)
There are many benefits to humans though space exploration.	The discovery of simple life on other planets is revolutionary, and should not be downplayed.	support	(space exploration; capable of; positive effects)(positive effects; has context; benefits to humans)(discovery of life; capable of; revolutionary)(revolutionary; has context; not be downplayed)(revolutionary; has context; benefits to humans)
Adopting gender-neutral language is too costly of a venture.	Changing to gender-neutral language would prompt the revision of billions of documents.	support	(adopting; causes; changing to)(changing to; has context; gender-neutral language)(gender-neutral language; receives action; need amendments)(need amendments; desires; prompt the revision)(prompt the revision; has context; billions of documents)(billions of documents; desires; funding)(funding; is a; too costly venture)
The owner of a company is entitled to maximize personal gains.	By owning the company, the owner deserves to make as much as possible.	support	(owner; has property; all company risk)(all company risk; receives action; all company reward)(all company reward; synonym of; much as possible)(much as possible; synonym of; maximize personal gains)
Flag burning is protected free speech.	The 1st Amendment protects some forms of symbolic speech, including flag burnings for protest.	support	(flag burning; part of; freedom of expression)(freedom of expression; part of; free speech)(flag burnings; has context; 1st amendment protects)(flag burning; synonym of; flag burnings)
Safe space are being used in the wrong way	Safe space gives people the chance to get where they can stay	counter	(safe space; capable of; make people comfortable)(make people comfortable; has context; they can stay)(make people comfortable; is not a; wrong way)
We should not cancel pride parades because it gives the message that lgbt people are unimportant.	Pride parades celebrate acceptance of lgbt people.	support	(pride parades; capable of; celebrate acceptance)(celebrate acceptance; has context; lgbt people)(celebrate acceptance; not desires; cancel)(lgbt people; is a; important)(important; antonym of; unimportant)
Assisted suicide should be illegal.	No one person should decide whether another person lives or dies.	support	(assisted suicide; has context; murder)(murder; is a; illegal)(no one person; part of; decide)(decide; has context; murder)
Assisted suicide is murder.	It is illegal to knowingly contribute to another person's death.	support	(killing someone; has subevent; murder)(killing someone; has property; illegal)(person's death; part of; killing someone)(assisted suicide; causes; helping someone die)(helping someone die; synonym of; person's death)
Legal executions are not always painless.	There are tests and precautions to ensure that they are executed painlessly.	counter	(legal executions; desires; tests and precautions)(tests and precautions; capable of; executed painlessly)(executed painlessly; is a; always painless)
Gender-neutral language is impersonal.	Gender is an expression of a person's identity.	support	(gender-neutral language; capable of; vague)(vague; has context; impersonal)(gender; part of; identity)(identity; has context; personal)(personal; antonym of; impersonal)
Mandatory retirement keeps the workforce fresh.	Mandatory retirement allows people to know for a certainty when they will have to stop working.	support	(mandatory retirement; causes; new employees)(new employees; causes; workforce fresh)(mandatory retirement; causes; certainty)
Adopting gender neutral language would be expensive and we can use those resources in other places.	Adopting gender neutral language may cost more than it's worth.	support	(gender neutral language; capable of; cost money)(cost money; has context; expensive)(gender neutral language; not capable of; worth)
Executives should be paid less.	It is unfair to limit the money that they rightfully earned.	counter	(executives; has property; more responsibilities)(more responsibilities; is a; unfair)(unfair; has subevent; limit the money)(limit the money; has context; they rightfully earned)(they rightfully earned; not desires; paid less)
Children should be able to follow their dreams	Talented children can help improve the world	support	(children; capable of; dreaming)(dreaming; desires; follow their dreams)(talented children; capable of; improve the world)(talented children; capable of; follow their dreams)
homeopathy is not political.	homeopathy has nothing to do with lobbyists.	support	(homeopathy; part of; alternative medicine)(alternative medicine; is not a; political)(lobbyists; part of; political)
Intellectual property rights promote innovation.	Intellectual property right protect people's ideas.	support	(intellectual property rights; created by; intellectual property right)(intellectual property right; receives action; grant patent)(grant patent; capable of; protect people's ideas)(protect people's ideas; causes; encourage new ideas)(encourage new ideas; capable of; promote innovation)
The level of compensation is the only way to attract qualified candidates.	People are motivated by money so offering this level of compensation will attract people that are right for the position.	support	(level of compensation; causes; people want job)(people want job; created by; qualified candidates)(people; has context; motivated by money)(motivated by money; part of; level of compensation)
Wikipedia sometimes can tell lies, because anybody can edit it.	You cannot trust wikipedia, because it can be edited by anyone.	support	(wikipedia; has property; full of information)(full of information; created by; anyone)(anyone; capable of; lies)(lies; antonym of; trust)
A multi-party system would harm society.	A multi-party system would cause multiple parties to align and compromise, increasing efficiency and doing no harm.	counter	(multiple parties; part of; multi-party system)(multiple parties; capable of; align and compromise)(align and compromise; not capable of; harm society)
Racial profiling is not fair to people.	Racial profiling damages people that come up against it.	support	(racial profiling; capable of; bias)(bias; has context; not fair)(racial profiling; causes; damages people)
Racial profiling causes discrimination	Racial profiling shouldn't be allowed as it allows for racism.	support	(racial profiling; part of; racism)(racism; not desires; be allowed)(racism; causes; discrimination)
Whaling should be banned because it disrupts the natural economical balance of the seas.	Whaling reduces the whale population.	support	(whaling; is a; killing whales)(whale population; capable of; disturbs)(disturbs; has context; natural economical balance)(natural economical balance; at location; the oceans)(the oceans; desires; banned)(killing whales; causes; reduction of)(reduction of; has context; whale population)
Everything on TV is propaganda.	Everything on TV is paid for by someone and is inherently biased.	support	(everything on tv; is a; paid by someone)(paid by someone; used for; influence an audience)(influence an audience; is a; inherently biased)(inherently biased; is a; propaganda)
Paying student loans helps the economy	By taking student loans to pay for an education, students reinvest their salaries into the economy by repaying loans.	support	(paying student loans; causes; money)(money; capable of; helps the economy)(repaying loans; has context; into the economy)(into the economy; has context; helps the economy)
Telemarketing should not be banned.	Some people rely on telemarketing to get information about their preferred services.	support	(some people; receives action; rely on telemarketing)(rely on telemarketing; used for; get information)(get information; has subevent; their preferred services)(their preferred services; causes; telemarketing)(telemarketing; is a; useful)(useful; not desires; banned)
Assisted suicide is immoral	Assisted suicide is murder and God has forsaken murder	support	(assisted suicide; has context; wrong)(immoral; part of; wrong)(assisted suicide; has context; murder)(murder; is a; immoral)
assisted suicide helps people who are suffering	Terminally ill people often suffer	support	(terminally ill people; capable of; suffer)(suffer; synonym of; suffering)(terminally ill people; desires; end to suffering)(assisted suicide; capable of; end to suffering)
Legalization will provide safer environments for those who work in the industry.	Legalization helps provide safer environments because people won't panic because they think they are breaking the law.	support	(legalization; causes; regulations)(regulations; causes; provide safer environments)(provide safer environments; created by; won't panic)(won't panic; has context; not breaking law)
Judicial activism make decision in the court right and legit	Judicial activism allows for legislation to be right and free of biases	support	(judicial activism; capable of; legislation)(legislation; capable of; free of biases)(legislation; synonym of; decision)(free of biases; synonym of; right and legit)
Mandatory retirement is out of step with society.	An aging workforce prevents opportunities for the young, leaving mandatory retirement as the only solution.	counter	(elderly stop work; causes; opportunities for young)(elderly stop work; receives action; mandatory)(opportunities for young; causes; society benefits)(retirement; synonym of; elderly stop work)(society benefits; antonym of; out of step)
Telemarketers should be banned.	Most telemarketers are unwanted and did not get direct permission to contact.	support	(most telemarketers; has property; annoying)(annoying; causes; unwanted)(unwanted; not created by; get direct permission)(get direct permission; used for; contact)(contact; desires; banned)(most telemarketers; part of; telemarketers)
Capital punishment provides closure for victims' families.	Capital punishment does not guarantee closure for a victim's family members.	counter	(capital punishment; synonym of; death penalty)(death penalty; not capable of; guarantee closure)(guarantee closure; has context; victims' families)
Assisted suicide is a crime because a person had a hand in someone else's death	By assisting someone with their death you are committing a crime by causing them to lose their life	support	(assisted suicide; has property; assisting someone death)(assisting someone death; has property; causing someone death)(causing someone death; has property; crime)(causing someone death; synonym of; lose their life)
it provides housing for child with no parents	child with no parents tends to benefit from it through provision of shelter	support	(foster care; capable of; provides housing)(with no parents; desires; foster care)(foster care; causes; provision of shelter)
Everyone has equal rights and racial profiling should not in place anymore	Racial profiling is act of denying people their right which should never be the case	support	(equal rights; part of; equal treatment)(equal treatment; not desires; racial profiling)(racial profiling; has context; denying people)
Economic sanction enables prevent bad behaviours of countries on others	Economic sanction allow other countries to live without fear of being oppressed by other countries	support	(economic sanction; capable of; live without fear)(countries; desires; live without fear)(economic sanction; is a; penalty)(penalty; capable of; prevent bad behaviors)(penalty; has context; countries)
Wikipedia should not be subsidized.	Some people believe Wikipedia would benefit from being subsidized.	counter	(wikipedia; desires; benefit)(benefit; has context; subsidized)(wikipedia; capable of; provide resource)
Assisted suicide is murder.	The dying party has consented, negating murder.	counter	(assisted suicide; used for; the dying party)(the dying party; receives action; has chosen)(has chosen; receives action; has consented)(has consented; causes; ruling out murder)(ruling out murder; antonym of; murder)
The death penalty is warranted for certain crimes.	Many people are wrongly convicted of a crime, and supporting evidence can be falsified.	counter	(death penalty; part of; justice system)(justice system; capable of; wrongly convicted)(wrongly convicted; created by; supporting evidence falsified)(wrongly convicted; capable of; innocent person dying)(innocent person dying; is not a; warranted)(people; capable of; crime)(crime; has subevent; death penalty)
Cultures that have traditionally hunted whales should be allowed to continue to do so.	History has shown that cultures can adapt and undertake less barbaric traditional practices.	counter	(cultures; capable of; adapt)(adapt; has property; traditional practices)(traditional practices; capable of; hunted whales)(hunted whales; is a; barbaric)(barbaric; desires; stop)(stop; antonym of; continue)
If we ban cosmetic surgery for minors a dangerous black market will be established	markets always emerge for banned items and activities. It would be unregulated and dangerous for minors	support	(ban cosmetic surgery; causes; do it illegally)(do it illegally; part of; dangerous black market)(markets always emerge; used for; banned items)(banned items; part of; dangerous black market)
tv is pase.	Not everyone has access to media other than tv.	counter	(not everyone; receives action; has technological resources)(has technological resources; used for; access to media)(access to media; not part of; tv)(tv; is a; only choice)(only choice; is not a; pase)
The right to keep and bear arms puts society in danger.	The right to keep and bear arms is enshrined in our constitution.	counter	(the right; used for; keep arms)(the right; used for; bear arms)(keep arms; has property; enshrined in constitution)(bear arms; has property; enshrined in constitution)(enshrined in constitution; used for; protect our rights)(protect our rights; not causes; danger in society)
Abolishing mandatory retirement will help end age discrimination.	Abolishing mandatory retirement will protect older workers and help end age discrimination.	support	(mandatory retirement; part of; prejudice)(age discrimination; has context; prejudice)(abolishing mandatory retirement; used for; end prejudice)(abolishing mandatory retirement; causes; protect older workers)(protect older workers; not part of; age discrimination)
Space has many resources that has not yet been utilized	Resources in the space are so much and it should be explored as soon as possible	support	(space; desires; be explored)(space; has property; benefits)(benefits; synonym of; resources)(benefits; desires; utilized)
